node,alexa_rank,daily_pageviews_per_visitor,daily_time_on_site,total_sites_linking_in,bounce_rate
bitchmedia.org,125582.0,1.7,120.0,106.0,0.68
foxsumo.com,9926242.0,6.0,,2.0,
breakingdefense.com,165351.0,1.8,137.0,675.0,0.621
gloublog.net,8781023.0,2.0,,9.0,
mindinmidherts.org.uk,4102803.0,1.0,,7.0,
vifindia.org,295698.0,2.2,184.0,183.0,0.6
ascii-code.com,216509.0,1.0,100.0,288.0,0.929
theculturetrip.com,4321.0,1.28,107.0,1452.0,0.7909999999999999
millionairesforjesus.com,,,,3.0,
mwb.org,,,,4.0,
introafamlit.wordpress.com,,,,,
switchingteams.wordpress.com,,,,1.0,
americanfreedomunion.com,2789478.0,2.0,141.0,38.0,
healthcare-informatics.com,,,,432.0,
9news.com.au,5514.0,1.92,176.0,1323.0,0.6659999999999999
butterflylabs.com,123972.0,3.0,184.0,190.0,0.396
zenith.news,1087895.0,1.0,51.0,30.0,0.8420000000000001
talentonline.co.nz,6239347.0,1.0,,44.0,
cavecreek.org,1563028.0,2.0,137.0,146.0,
thecritic.co.uk,327948.0,1.2,122.0,33.0,0.836
flightdreams.org,,,,1.0,
silverdoctors.com,203723.0,1.5,127.0,888.0,0.654
tnecampus.info,2233062.0,2.0,,13.0,
scotlandwelcomesyou.com,686547.0,1.0,119.0,59.0,1.0
strategiccoach.com,183253.0,2.5,114.0,123.0,0.631
tshirtpanic.com,,,,,
creativepackagingco.com,,,,3.0,
wtcdemolition.com,,,,67.0,
nyacknewsandviews.com,1325204.0,1.0,143.0,151.0,0.9
overgang.no,,,,14.0,
bluenationreview.com,,,,233.0,
assistedliving.com,811018.0,1.4,61.0,191.0,0.76
becsv.com,518460.0,1.1,116.0,12.0,0.91
darienct.gov,967349.0,3.0,166.0,130.0,0.462
prideshack.com,464280.0,3.0,93.0,16.0,0.463
girlof1000wonders.wordpress.com,,,,29.0,
deathaddict.com,5452213.0,1.0,,11.0,
meadvilletribune.com,407264.0,1.9,252.0,306.0,0.5770000000000001
hotcopper.com.au,16883.0,11.0,455.0,201.0,0.197
5homework.com,3744419.0,2.0,142.0,22.0,
tnvoterguide.org,,,,4.0,
ivn.us,723656.0,1.4,176.0,536.0,0.741
rooshvforum.com,32259.0,27.0,829.0,198.0,0.199
ebay.ca,1405.0,5.41,363.0,4043.0,0.28
tiltingourheadsup.blogspot.com,,,,3.0,
tracky.com,27854.0,3.2,175.0,152.0,0.287
smile.fans,,,,2.0,
unkochmycampus.org,4792298.0,1.0,,46.0,
biologists.org,58066.0,1.6,126.0,3379.0,0.7140000000000001
curiousmindmagazine.com,152734.0,1.4,95.0,112.0,0.698
herzlinstitute.org,,,,16.0,
oxfordhomestudy.com,37845.0,2.5,147.0,112.0,0.446
leadershipcouncilswil.com,,,,22.0,
increasespermvolume.com,,,,13.0,
librarygrape.com,,,,50.0,
haeder.net,,,,1.0,
uza.uz,34604.0,2.5,186.0,1035.0,0.655
propurusa.com,828578.0,3.8,121.0,50.0,0.375
goodnewsmag.org,,,,123.0,
gensix.com,771052.0,3.2,194.0,52.0,0.385
openspeedtest.com,44703.0,2.1,140.0,313.0,0.411
newsworks.org.uk,2284965.0,1.0,139.0,134.0,0.6920000000000001
newspoll.com.au,,,,64.0,
sectordialogues.org,2791340.0,1.0,,22.0,
sclscal.org,3482861.0,2.0,,5.0,
whisky.com.uy,,,,21.0,
kevinannett.com,,,,64.0,
carriemallon.com,2373256.0,2.0,,23.0,
bluewavemarketing.com,,,,4.0,
leaderpost.com,176384.0,1.3,78.0,1304.0,0.8009999999999999
nogalis.com,4906044.0,1.0,,19.0,
nutriciously.com,265229.0,2.1,177.0,74.0,0.7829999999999999
mypalmbeachpost.com,1348365.0,3.0,118.0,769.0,
cfabamerica.com,,,,4.0,
mychristiancare.org,101243.0,4.0,226.0,156.0,0.182
25june.org,,,,39.0,
yadvashem.org,77741.0,2.1,262.0,3484.0,0.565
lozierinstitute.org,934049.0,1.0,217.0,53.0,0.81
arnbc.com,,,,204.0,
democracy.io,4228366.0,3.0,,10.0,
mil-embedded.com,684133.0,1.2,58.0,246.0,0.816
blogsbar.com,,,,43.0,
ilnews.org,,,,112.0,
directoryofinteriordesigners.info,,,,13.0,
bhookh.com,1006148.0,1.0,24.0,225.0,0.96
demotix.com,53378.0,3.1,306.0,2103.0,0.387
gopusa.com,424230.0,1.4,140.0,1174.0,0.7609999999999999
patriotnewsdaily.com,2679564.0,1.0,,34.0,
ueunion.org,761265.0,1.0,71.0,155.0,0.8640000000000001
michaelsavagepremium.com,,,,2.0,
army.mil,5908.0,4.29,321.0,23334.0,0.401
stcloud.org,840260.0,2.0,137.0,153.0,0.267
worldinwar.eu,9609284.0,2.0,,22.0,
vpweb.co.uk,91668.0,1.2,77.0,702.0,0.7909999999999999
that1ebd.wordpress.com,,,,1.0,
thejournal.ie,19654.0,1.5,111.0,3581.0,0.7490000000000001
sirvenosirvemx.blogspot.com,,,,,
yourbeliefsmatter.com,7492683.0,1.0,,4.0,
speedyceus.com,5665255.0,1.0,,34.0,
epc.org,9290898.0,1.0,,181.0,
vinawang.com,6756793.0,1.0,,2.0,
insurancehave.com,75262.0,3.7,244.0,71.0,0.051
foxsportscamden.com,,,,2.0,
justicefordads.org,,,,4.0,
animaldiversity.org,84234.0,1.6,173.0,660.0,0.745
platypus1917.org,1568022.0,1.0,143.0,248.0,1.0
thedashingspinner.blogspot.com,,,,1.0,
seomasterpress.com,53418.0,1.6,89.0,64.0,0.685
emilydavisonproject.org,,,,1.0,
bakerbillick.com,,,,14.0,
ardi.ge,1950101.0,3.6,388.0,183.0,0.2
livefootballespn.de,,,,,
businesstoday.in,4527.0,1.19,108.0,984.0,0.857
usd273.org,1235361.0,1.0,6.0,54.0,0.826
wicz.com,106423.0,1.3,79.0,1626.0,0.6829999999999999
freeportnewsnetwork.com,3658182.0,2.0,,63.0,
northafricanmasaitribe.weebly.com,,,,38.0,
amandabumgarner.com,,,,6.0,
tyrepyrolysisplants.net,,,,13.0,
zebrafactcheck.com,,,,9.0,
dailycaring.com,218313.0,1.3,106.0,204.0,0.755
w3schools.com,183.0,3.99,340.0,24279.0,0.42
reassignedtime.wordpress.com,,,,36.0,
truthophobes.com,4913298.0,1.0,,4.0,
savecalifornia.com,,1.0,,,
xproducts.com,353029.0,6.6,538.0,73.0,0.256
thespruce.com,2950.0,1.39,116.0,249.0,0.784
oneofus.eu,8054895.0,1.0,,185.0,
movingsoundtech.com,,,,14.0,
thejacknews.com,,,,11.0,
kapook.com,2325.0,3.17,322.0,6577.0,0.513
nilc.org,458801.0,1.3,101.0,475.0,0.7090000000000001
yavdem.org,,,,4.0,
urbanmyths.com,,,,37.0,
pilgrimpathways.wordpress.com,,,,16.0,
kslegresearch.org,8842733.0,1.0,,62.0,
voiladesigns.ca,,,,4.0,
sproutsalons.com,,,,2.0,
pollbludger.net,3910811.0,1.0,,69.0,
phillyrecord.com,2089616.0,2.0,,94.0,
kingtigergroup.com,4233241.0,1.0,,79.0,
gwnews.com,,,,89.0,
jewishpublicaffairs.org,78996.0,2.1,140.0,480.0,0.459
johnstompers.com,,,,7.0,
asirecreation.org,3354125.0,4.0,276.0,26.0,
patriotsalmanac.com,,,,,
cleanupcreditfast.org,,,,,
wahegurunet.com,,,,32.0,
whatissubud.net,,,,6.0,
racked.com,58541.0,1.6,95.0,2746.0,0.718
tikvahfund.org,1034665.0,1.0,163.0,34.0,0.765
nftu.net,7947588.0,1.0,,80.0,
kingdomnubia.com,6305752.0,1.0,,2.0,
mirandayardley.com,2362612.0,4.0,,22.0,
chelseasambells.com,,,,3.0,
minnesotacraftbeerfestival.com,8662697.0,2.0,,4.0,
mennonitemission.net,3347210.0,1.0,,120.0,
africanbusinessreview.co.za,312117.0,2.2,169.0,236.0,0.5670000000000001
conservativesforum.com,,,,41.0,
blacklotuskult.com,,,,6.0,
pandasnetwork.org,912837.0,2.0,129.0,118.0,0.563
swoca.net,104318.0,3.8,268.0,79.0,0.182
kommersant.ru,1622.0,1.54,165.0,12411.0,0.809
buchanansmexico.com,3965628.0,1.0,,5.0,
us4palin.com,,,,90.0,
anarchistlibraries.net,3238425.0,1.0,57.0,1.0,
whoistampabay.com,9575423.0,1.0,,7.0,
vaticannews.va,12174.0,1.8,175.0,626.0,0.613
davidmgarvin.com,,,,14.0,
robertscottbell.com,1455751.0,1.0,117.0,130.0,0.7859999999999999
newsday.com,12777.0,1.65,124.0,13858.0,0.6609999999999999
carm.org,117306.0,1.6,118.0,2309.0,0.8240000000000001
townofsunnyvale.org,10597716.0,1.0,,46.0,
mepc.org,295457.0,1.1,100.0,693.0,0.865
endofyourarm.com,,,,79.0,
adcrf.org,,,,42.0,
bradenton.com,105304.0,1.5,97.0,2519.0,0.7240000000000001
russiabusinesstoday.com,677418.0,1.0,54.0,69.0,0.821
electionbuddy.com,167566.0,4.0,299.0,54.0,0.3
equaldex.com,595080.0,4.1,170.0,151.0,0.5329999999999999
watchknowlearn.org,161808.0,1.4,96.0,902.0,0.778
ecocamp.travel,2176500.0,1.0,,111.0,
searchlightmagazine.com,9450876.0,1.0,,358.0,
ingridnaiman.com,,,,20.0,
palingates.blogspot.com,,,,122.0,
mee6.xyz,6349.0,2.9,256.0,81.0,0.451
americanempireproject.com,3747367.0,2.0,,300.0,
ronireino.com,,,,5.0,
neweconomicperspectives.org,1520216.0,1.0,,560.0,
leadbloging.com,182500.0,5.7,738.0,39.0,0.365
nkeconwatch.com,934827.0,2.0,78.0,327.0,0.6920000000000001
up.ac.za,4382.0,6.31,612.0,3237.0,0.251
brovids.com,1330424.0,4.0,541.0,43.0,0.5
sandiegopride.com,,,,4.0,
garinmahal.com,4296722.0,1.0,,57.0,
mcfn.org,4511988.0,1.0,,70.0,
downhunter.com,2722396.0,1.0,,3.0,
equalitytrust.org.uk,1271292.0,1.0,287.0,442.0,0.5710000000000001
lasallecountysa.org,,,,3.0,
mtlcounterinfo.org,,,,2.0,
belfercenter.org,169989.0,1.1,95.0,358.0,0.807
sbcountyplanning.org,3159967.0,1.0,,155.0,
understandinghumanism.org.uk,4747273.0,2.0,,10.0,
inxpo.com,144437.0,1.9,133.0,207.0,0.49
covington-engineering.com,1314796.0,4.0,179.0,62.0,0.25
starvedrocklodge.com,563084.0,2.2,168.0,131.0,0.5
kyodonews.net,37301.0,1.4,117.0,161.0,0.757
infowars.com,2974.0,2.8,259.0,9714.0,0.385
laredosportsmedicineclinic.com,10624065.0,1.0,,2.0,
rossowphotography.com,9463298.0,1.0,,2.0,
buffettsbooks.com,181472.0,3.7,250.0,108.0,0.5
bsnews.kr,2778814.0,1.0,,9.0,
daemuk.ch,9435093.0,1.0,,31.0,
intranet.org,1453361.0,2.0,,71.0,
cpsevents.ca,,,,9.0,
nbcsports.com,1997.0,2.24,155.0,5677.0,0.461
shorouknews.com,8440.0,1.33,159.0,1565.0,0.698
massapequateaparty.blogspot.com,,,,2.0,
semiotexte.com,,,,177.0,
clarelocke.com,,,,10.0,
tripnsnap.com,41746.0,3.7,261.0,39.0,0.053
asrc.org.au,552331.0,1.9,140.0,161.0,0.515
we-aggregate.org,5156836.0,1.0,,43.0,
pakistanpaypal.com,7866718.0,4.0,,,
gazelletrans.com,,,,6.0,
buncombegop.org,,,,23.0,
ctnonprofits.org,,,,77.0,
recentnews.co,,,,1.0,
hetox.eu,,,,,
billingsartsassociation.com,,,,2.0,
preowned4u.com,,,,13.0,
devote.se,129351.0,2.9,154.0,2929.0,0.383
weareallusa.org,7364891.0,1.0,,6.0,
republicsg.info,,,,16.0,
thesaker.is,182086.0,1.9,121.0,904.0,0.624
independentpersian.com,119529.0,1.5,178.0,77.0,0.65
axcess-financial.com,1600374.0,2.0,31.0,18.0,
donaldhtaylor.wordpress.com,,,,30.0,
homedepot.com,207.0,5.19,323.0,16030.0,0.32
meritline.com,275856.0,1.3,68.0,503.0,0.728
whiteallytoolkit.com,3577377.0,1.0,,3.0,
leasefort.ca,,,,3.0,
futureofsexed.org,6342770.0,1.0,,62.0,
whatarethe7continents.com,1016351.0,1.0,76.0,72.0,0.778
cumbey.blogspot.com,3479787.0,1.0,,86.0,
copwatch.org,,,,88.0,
sfreporter.com,245272.0,1.5,174.0,556.0,0.7659999999999999
wilx.com,92734.0,1.4,131.0,686.0,0.823
afaaction.net,4392671.0,2.0,,12.0,
curiaregis.net,,,,74.0,
bloomberg.com,363.0,1.89,173.0,53468.0,0.613
lawrencehlevy.com,,,,6.0,
ahnj.com,,4.0,198.0,,
insidepoliticallaw.com,,,,6.0,
solventtrapsdirect.com,2910070.0,3.0,137.0,3.0,
gaiaeducation.org,430714.0,1.0,36.0,96.0,0.642
corona-data.ch,68519.0,1.0,96.0,50.0,0.936
thephoenixenigma.com,1021724.0,3.0,287.0,48.0,0.667
ufc.com,9076.0,2.1,153.0,2042.0,0.435
oecu.com,743831.0,1.0,32.0,83.0,0.667
kzncomsafety.gov.za,265338.0,2.4,140.0,8064.0,0.478
celticlifeintl.com,919657.0,1.0,53.0,36.0,
johntyler.co.uk,,,,6.0,
dailypnut.com,1502694.0,1.0,152.0,51.0,0.5
dunyanews.tv,2420.0,2.8,228.0,2136.0,0.528
livebasecamp.com,5809117.0,1.0,,3.0,
20committee.com,3668432.0,1.0,,231.0,
oecd.org,5910.0,1.72,131.0,21834.0,0.7509999999999999
patriots4truth.org,1151364.0,1.0,178.0,55.0,0.833
capitalyachtclub.com,,,,12.0,
healing4soul.com,,,,9.0,
tut.ac.za,35270.0,5.6,637.0,703.0,0.251
ewingchun.com,3829842.0,1.0,,72.0,
sword-buyers-guide.com,466391.0,2.8,151.0,184.0,0.615
pewresearch.org,9266.0,1.46,130.0,11235.0,0.7559999999999999
newspunch.com,53022.0,1.7,187.0,87.0,0.6409999999999999
americanprophet.org,1460118.0,1.0,43.0,70.0,0.8
techinasia.com,17354.0,1.9,160.0,1599.0,0.586
trulybangladesh.com,5270028.0,1.0,,30.0,
ideascentre.hk,,,,11.0,
jbjd.org,,,,9.0,
deliciosfood.com,236563.0,3.6,236.0,38.0,0.052000000000000005
croixrougefarm.org,,,,10.0,
johntanton.org,,,,26.0,
orangewebsite.com,323850.0,4.2,271.0,99.0,0.28600000000000003
shaddle.com,,,,,
realitychex.squarespace.com,,,,,
wncmilitaryhistorymuseum.com,,,,5.0,
enrollbusiness.com,29106.0,3.5,212.0,1115.0,0.415
takentheseries.com,,,,5.0,
thedailyhopebyamanda.blogspot.com,,,,4.0,
hillsboroughcountydemocrats.org,,,,2.0,
tsuriai.nl,,,,,
nationalreviewwineclub.com,8673347.0,1.0,,2.0,
ufcw324.org,1505297.0,4.0,230.0,29.0,0.8
moneymappress.com,64699.0,3.6,319.0,228.0,0.498
zeldapeds.com,,,,,
lehighvalleylive.com,76357.0,1.4,97.0,2107.0,0.764
lawschoolcasebriefs.net,2269423.0,1.0,,60.0,1.0
stackoverflow.com,45.0,3.97,373.0,34664.0,0.532
onethingyoucando.com,,,,4.0,
freeswipefile.com,9293510.0,1.0,,2.0,
spiritualsoundingboard.com,1108461.0,1.0,131.0,85.0,0.833
zeemaps.com,116273.0,1.7,164.0,462.0,0.52
monmouth.edu,90741.0,2.4,140.0,1194.0,0.524
iris-france.org,329534.0,1.4,140.0,573.0,0.7090000000000001
apath.org,10086716.0,1.0,,68.0,
desummit2018.org,,,,13.0,
cernovich.com,179045.0,1.3,126.0,99.0,0.779
calmandcollected.com,2057315.0,4.0,285.0,5.0,
pilot-planes.com,,,,4.0,
shardsoglass.com,,,,31.0,
qbit.it,677159.0,1.0,98.0,106.0,0.75
masterofflinedating.com,5455379.0,1.0,,5.0,
dailystar.co.uk,6644.0,1.43,151.0,4857.0,0.782
your-guide-to-aqaba-jordan.com,4441039.0,1.0,,90.0,
savaperovic.com,10514414.0,1.0,,26.0,
hutman.net,2750544.0,1.0,,296.0,
putnamcountyohio.gov,9709782.0,2.0,,37.0,
anthropologyguide.blogspot.com,,,,2.0,
njtvonline.org,110457.0,1.6,157.0,440.0,0.589
mediabiasfactcheck.com,23818.0,2.1,158.0,104.0,0.583
ottawachamber.org,,,,12.0,
piie.com,118657.0,1.2,101.0,693.0,0.878
snopes.com,3147.0,1.39,131.0,19023.0,0.778
justiceonline.org,6836749.0,1.0,,260.0,
populardemocracy.org,321289.0,1.2,84.0,132.0,0.825
wpnewsplugins.com,645348.0,1.6,67.0,4.0,0.75
timetostartcaring.com,,,,11.0,
scannatoa.org,6091046.0,1.0,,21.0,
nonprofitvote.org,1127234.0,1.0,132.0,186.0,0.667
investphilippines.info,6150369.0,1.0,,93.0,
red-alerts.com,,,,113.0,
johncavaletto.org,,,,,
superguide.com.au,122895.0,1.4,103.0,125.0,0.648
federalreserve.gov,14436.0,2.2,168.0,7403.0,0.599
dailywealth.com,495491.0,1.4,111.0,283.0,0.696
imageandperformance.net,,,,2.0,
davidkinchen.wordpress.com,2060805.0,1.0,,1.0,
zacks.com,6005.0,3.08,215.0,1757.0,0.604
brendan-nyhan.com,,,,351.0,
merionwest.com,790318.0,1.1,166.0,111.0,0.929
america-wake-up.com,5196416.0,1.0,,6.0,
jenniferasberry.wordpress.com,,,,,
swanlife.com,,,,2.0,
kwdlaw.com,,,,2.0,
mwclinic.com,,,,6.0,
chronicle.ca,8162101.0,1.0,,13.0,
lifelineforfamilies.net,4731985.0,1.0,,,
thejakartapost.com,1939.0,1.63,221.0,15781.0,0.628
tesladeals.net,5899324.0,1.0,,6.0,
sport360.com,16674.0,3.0,303.0,683.0,0.27
oxfordhandbooks.com,69847.0,1.4,95.0,970.0,0.809
aidhub.org,,,,1.0,
joydegruy.com,1682249.0,2.0,95.0,112.0,
lead411.com,51876.0,2.3,148.0,437.0,0.447
theomniagency.com,,,,2.0,
leahfaye.com,,,,4.0,
stevegilliard.blogspot.com,4125487.0,1.0,,584.0,
jenkuznicki.com,3035041.0,1.0,,50.0,
star-k.org,385524.0,2.4,140.0,342.0,0.7
mobilecountyal.gov,1114642.0,5.0,401.0,151.0,0.182
danielcloud.net,,,,4.0,
bristol-libraryoh.org,9319195.0,2.0,,4.0,
stierrg.wordpress.com,,,,,
aidc.co.za,1407414.0,4.0,452.0,48.0,
knowingimmigrationlaw.com,5963851.0,1.0,,9.0,
sarahpalin.com,358907.0,1.2,100.0,72.0,0.774
iloveyou.bg,,,,4.0,
deadoraliveinfo.com,805850.0,1.0,39.0,352.0,0.64
selangorkini.my,192349.0,1.8,166.0,57.0,0.723
199trust.com,,,,13.0,
autism-help.org,1064398.0,1.0,142.0,233.0,0.8
fortisbc.com,112846.0,4.6,235.0,394.0,0.219
settingrecordstraight.blogspot.com,,,,13.0,
marfamyths.com,5751906.0,1.0,,9.0,
unitedagainstnucleariran.com,1059882.0,1.0,81.0,199.0,0.833
anticancermom.com,,,,13.0,
dismantlecollective.org,1138302.0,1.0,58.0,,0.636
iqcomparisonsite.com,449656.0,1.2,130.0,203.0,0.7909999999999999
kshb.com,51154.0,2.6,331.0,1175.0,0.531
ikeepsafe.org,2434926.0,2.0,,478.0,
stldems.wordpress.com,,,,,
myihcgroup.com,3498343.0,1.0,,22.0,
getreligion.org,835829.0,1.4,99.0,954.0,0.667
maasbesa.org,,,,8.0,
theorcaproject.wordpress.com,6367622.0,1.0,,79.0,
hkmanagerjobs.com,,,,23.0,
tucson.com,38655.0,1.7,120.0,1560.0,0.718
protecinfo.fr,,,,2.0,
occidentaldissent.com,498384.0,1.9,125.0,455.0,0.475
redlandsteaparty.net,,,,5.0,
campaignlegalcenter.org,,,,243.0,
thecount.com,876481.0,1.0,40.0,337.0,0.79
abruptearthchanges.com,3321768.0,1.0,,7.0,
permittocarry.org,,,,12.0,
impwebservice.com,,,,5.0,
mumiaabujamal.com,,,,2.0,
vettingroom.org,,,,,
thescottishsun.co.uk,57187.0,1.2,111.0,649.0,0.8290000000000001
enlightenedlights.com,2814065.0,2.0,,24.0,
conferenceplus.com,15765.0,2.0,157.0,181.0,0.225
fleege.com,,,,11.0,
religiousfreedominstitute.org,2368659.0,1.0,141.0,8.0,
mrctv.org,144627.0,1.2,120.0,1013.0,0.867
codebeautify.org,17237.0,1.3,135.0,265.0,0.7559999999999999
masshist.org,650636.0,1.5,130.0,1094.0,0.7190000000000001
whitehouse.news,5868718.0,1.0,,26.0,
collinsdictionary.com,2014.0,1.94,160.0,1463.0,0.7559999999999999
johnbentonmodelfitness.com,485146.0,3.0,108.0,67.0,0.152
thefreedomfrog.com,,,,2.0,
onlinenewspaper24.com,2836811.0,1.0,,3.0,
mcclainfh.com,,,,1.0,
stopspanking.org,,,,17.0,
brentdetwiler.com,,,,30.0,
childrenstheraplay.org,5639573.0,1.0,,9.0,
feduprally.org,,,,17.0,
truckrepairharrisburg.com,,,,,
player.fm,19680.0,1.9,99.0,265.0,0.672
wildaboutwhales.com.au,1527870.0,2.0,113.0,88.0,0.6
simplyrealfoods.com,,,,4.0,
kcsecuritycams.com,6525645.0,2.0,,5.0,
talkobamato.me,250113.0,4.7,211.0,95.0,0.153
libertyunyielding.com,55843.0,6.3,1713.0,345.0,0.29
thecommunityforum.life,,,,2.0,
hatenet.biz,,,,1.0,
myfico.com,19270.0,3.9,269.0,1501.0,0.361
ubiquitouswisdom.com,,,,19.0,
millcreektownship.com,7087619.0,1.0,,56.0,
universalcreditsuffer.com,1029588.0,1.0,,41.0,
dayton.com,265530.0,1.4,109.0,185.0,0.7709999999999999
azgfd.net,,,,110.0,
hybridcenter.org,7903638.0,1.0,,81.0,
tiemarketplace.com,,,,4.0,
boredomtherapy.com,44400.0,5.1,181.0,463.0,0.55
shieldwallnetwork.wordpress.com,,,,,
iamawareghana.com,5583756.0,1.0,,,
identity-films.com,6163507.0,1.0,,11.0,
bestsummernight.com,,,,2.0,
tonytown.com,,,,5.0,
newswatch.org,9351125.0,1.0,,96.0,
adflegal.org,322513.0,2.1,189.0,262.0,0.528
women-of-stripes-and-badges.tumblr.com,,,,,
godslittleacre.net,2324181.0,2.0,,14.0,
universeofsymbolism.com,474492.0,1.0,162.0,103.0,0.769
scl.us.com,,,,2.0,
jewishchallenge.org,,,,4.0,
visitpensacolabeach.com,1468080.0,2.0,141.0,127.0,
dailydoseofdead.wordpress.com,3508641.0,1.0,,,
almrsal.com,5742.0,1.53,119.0,733.0,0.804
impeachdonaldjtrump.org,,,,2.0,
njspotlight.com,162259.0,1.4,120.0,674.0,0.8640000000000001
crisiscreatinrauner.com,,,,2.0,
ecoforhome.com,,,,8.0,
wmo.int,46432.0,2.6,174.0,3684.0,0.636
lawyers-bulgaria.com,1958349.0,1.0,,9.0,
sharedjustice.org,1884140.0,1.0,260.0,72.0,0.923
openlysecular.org,2522499.0,3.0,,32.0,
casetext.com,31089.0,3.2,333.0,123.0,0.583
kelowna.ca,610426.0,1.7,105.0,440.0,0.675
healthaffairs.org,72514.0,1.2,104.0,3129.0,0.802
escrimasticks.co.uk,,,,,
nber.org,21643.0,1.8,131.0,8220.0,0.6409999999999999
votedonblankenship.com,7359538.0,1.0,,3.0,
besttermpapers.com,,,,114.0,
cocoafab.com,,,,99.0,
londonwomensforum.org,,,,4.0,
swoop-patagonia.com,2682101.0,1.0,,38.0,
sscentralamerica.com,,,,39.0,
contact.co.mz,746403.0,3.0,352.0,9.0,0.474
usapoliticstoday.org,4021805.0,1.0,,5.0,
water-rf.ru,428802.0,1.3,114.0,121.0,0.8079999999999999
healthandsocietyscholars.org,,,,36.0,
legalbluebook.com,180982.0,14.0,1240.0,147.0,0.32299999999999995
davidmsiegel.com,4402772.0,1.0,,14.0,
integritemp.com,2759171.0,1.0,,4.0,
gadgetsofindia.com,3181542.0,1.0,,11.0,
elizabethleebeck.wordpress.com,,,,,
eiqmobility.com,3279098.0,5.0,,4.0,
hillbuzz.org,5699802.0,3.0,,513.0,
freedomnews.org.uk,2408745.0,1.0,,30.0,
boxserdiversityinitiative.org,,,,2.0,
thelafayettesun.com,4184514.0,1.0,,45.0,
billofrightsmg.weebly.com,,,,,
invest-in-albania.org,1461988.0,1.0,102.0,79.0,0.833
bullyingstatistics.org,1026171.0,1.0,204.0,398.0,0.833
mlk50conference.com,,,,11.0,
tarheelteaparty.org,,,,11.0,
aspca.org,36532.0,2.1,120.0,5838.0,0.6920000000000001
thestarchronicle.net,,,,1.0,
feministire.com,,,,17.0,
unicorns-r-us.com,3144891.0,1.0,,11.0,
carryyourcup.org,,,,19.0,
gzeromedia.com,123058.0,3.3,122.0,47.0,0.526
pumbainews.com,,,,2.0,
adelaidereview.com.au,925990.0,1.1,72.0,230.0,0.8390000000000001
goodhire.com,104532.0,3.7,196.0,73.0,0.34600000000000003
ukmediawatch.org,,,,63.0,
infectiousmyth.podbean.com,4036372.0,1.0,,12.0,
newsdigest.ng,129274.0,12.0,2591.0,10.0,0.081
boombo.ca,871383.0,4.0,127.0,8.0,0.5
44thward.org,2391295.0,1.0,,40.0,
riocarnaval.org,1611371.0,1.0,,66.0,
reflector.com,773160.0,1.9,75.0,1073.0,0.7040000000000001
samtemple.wordpress.com,,,,,
kenhorlor.blogspot.com,,,,,
cirsa.org,2688003.0,2.0,,10.0,
alpinedistrict.org,220983.0,3.4,235.0,87.0,0.391
mrknighths.weebly.com,6091878.0,1.0,,4.0,
socratic.org,3233.0,1.35,124.0,360.0,0.78
emorychurch.org,,,,,
holliegreigjustice.wordpress.com,,,,3.0,
alookinsidethepolicesystem.weebly.com,,,,,
leporteplumes.com,,,,3.0,
baker.edu,183034.0,1.8,99.0,650.0,0.657
neighbortonation.org,,,,4.0,
onlinestatbook.com,71274.0,1.5,135.0,636.0,0.773
donelsonair.com,,,,29.0,
refugeeresettlementwatch.wordpress.com,4336616.0,1.0,,169.0,
dailypost.co.uk,101538.0,1.4,138.0,1741.0,0.7959999999999999
eurasiavb.com,,,,13.0,
wilhelmreichtrust.org,2769737.0,3.0,,122.0,
ronpaulsurvivalreport.blogspot.com,,,,10.0,
kcnawatch.co,,,,18.0,
trofire.com,344168.0,1.7,74.0,189.0,0.794
redpillpushers.wordpress.com,7226936.0,1.0,,3.0,
terracehilliowa.org,,,,20.0,
dicksmith.com.au,26621.0,2.1,124.0,256.0,0.589
indiatoday.intoday.in,511.0,7.08,456.0,9576.0,0.424
usasportlive.com,,,,2.0,
naacpbr.org,,,,5.0,
seaboardgraphics.com,,,,12.0,
pangburnphilosophy.com,,,,5.0,
defendevropa.org,,,,8.0,
finchmccranie.com,2570063.0,1.0,,11.0,
standuptoracism.org.uk,2958900.0,2.0,,109.0,
potifos.com,,,,187.0,
ethanbearman.com,4224833.0,1.0,,5.0,
lexico.com,4952.0,2.07,198.0,179.0,0.63
countercurrents.org,191030.0,1.3,102.0,2628.0,0.754
dhsessions.com,3098044.0,1.0,,16.0,
helpserve.com,127858.0,1.9,127.0,369.0,0.349
mit.edu,443.0,4.57,406.0,85275.0,0.408
caprizchka.wordpress.com,,,,7.0,
zegsyd.blogspot.com,7228090.0,1.0,,22.0,
democracyguardian.com,926247.0,2.0,276.0,41.0,0.438
biographicsworld.com,294672.0,1.5,381.0,93.0,0.362
minitab.com,18975.0,2.4,224.0,923.0,0.632
topathletesgear.net,41703.0,3.5,231.0,69.0,0.048
ellebyrd.com,,,,8.0,
calculatenow.biz,1850922.0,1.0,,22.0,
strategygroup.com,,,,15.0,
aa24horas.com,4879789.0,1.0,,12.0,
conservativehq.com,1211087.0,2.0,119.0,443.0,0.182
baboom.co.il,,,,3.0,
christianstt.com,104440.0,15.0,1506.0,96.0,0.207
palwatch.org.il,8718366.0,1.0,,27.0,
mexicoonmymind.com,,,,16.0,
wsvn.com,40598.0,1.6,137.0,1308.0,0.722
homeschoolersanonymous.org,4464163.0,2.0,,59.0,
cigarstar.ca,1305402.0,2.0,57.0,42.0,0.546
